insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-01-20', '2000-02-20', '2000-02-13', '1631661548526', '76824095338', '978-0-18-072205-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2013-04-09', '2013-04-22', '2013-04-20', '5699500276579', '61543927882', '978-0-206-86784-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2009-09-13', '2009-09-17', '2009-10-01', '7284292522133', '36107952470', '978-0-11-115453-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1982-08-06', '1982-08-22', '1982-08-16', '1717617982658', '34897126096', '978-0-8247-1146-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1987-02-04', '1987-02-19', '1987-02-09', '0985335472039', '91206738502', '978-0-452-63945-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2020-11-14', '2020-12-11', '2020-12-12', '6019332298140', '96148732050', '978-0-08-196741-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2022-08-19', '2022-09-07', '2022-09-09', '1377444463982', '52319876030', '978-0-7996-4074-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-02-09', '1989-02-27', '1989-02-20', '9729721727317', '45876190357', '978-1-65234-598-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-07-14', '2010-07-24', '2010-07-27', '0933806730485', '29475108602', '978-1-72389-899-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1980-07-27', '1980-08-08', '1980-07-30', '7577549268039', '87310249631', '978-1-5465-7370-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-04-25', '2002-05-23', '2002-05-19', '8666269270060', '51879632446', '978-0-340-07385-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-07-03', '2007-07-14', '2007-07-07', '6382345125902', '67850149211', '978-1-4819-8131-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1971-03-08', '1971-04-03', '1971-04-07', '3654946514540', '54316087975', '978-0-00-402829-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1970-12-02', '1971-01-02', '1970-12-27', '3055559580876', '76384520117', '978-1-231-00245-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-10-30', '1985-11-06', '1985-11-26', '9478134947491', '68532041906', '978-0-278-20483-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-10-31', '2017-11-28', '2017-12-01', '2193633915174', '54987021323', '978-1-01-601265-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-04-08', '1989-04-26', '1989-05-09', '7912041136439', '14685920333', '978-1-279-01421-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-04-16', '2000-04-21', '2000-05-01', '4448604974000', '47618092567', '978-1-872001-35-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1988-11-26', '1988-12-02', '1988-12-14', '2054163193879', '95278364173', '978-0-915166-26-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-04-08', '1991-04-30', '1991-04-13', '5161064807334', '37064928574', '978-1-02-569872-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2004-03-04', '2004-03-17', '2004-03-16', '7829973858783', '18450732905', '978-0-570-64356-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1997-06-16', '1997-06-17', '1997-07-07', '6596171958928', '15739246873', '978-0-12-994296-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-05-07', '1993-05-22', '1993-05-25', '1807828567109', '41395726809', '978-1-78010-147-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1988-01-20', '1988-01-21', '1988-02-02', '5919022836526', '30812956702', '978-0-290-40840-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2021-04-23', '2021-04-24', '2021-05-06', '3938446864023', '34178902504', '978-0-689-56613-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1982-07-31', '1982-08-26', '1982-08-27', '1823950946865', '58146730280', '978-0-494-44960-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2014-04-11', '2014-04-13', '2014-04-20', '6492536940181', '48153769057', '978-1-372-40432-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1980-05-05', '1980-05-08', '1980-05-16', '0703156426112', '53091874214', '978-0-234-40332-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1997-07-06', '1997-07-23', '1997-07-22', '2127395803653', '10297648322', '978-0-11-930910-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2005-03-18', '2005-03-27', '2005-04-01', '6586664324583', '70235691461', '978-0-656-89679-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1974-12-03', '1974-12-07', '1974-12-11', '9219859962112', '42397658119', '978-1-367-64526-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-09-30', '1989-10-25', '1989-10-08', '1383625368724', '48169537282', '978-0-221-77486-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2003-10-18', '2003-11-15', '2003-11-12', '6434979671192', '92875360400', '978-1-56984-410-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1970-05-11', '1970-05-21', '1970-05-17', '3182911540206', '02964813787', '978-0-9570858-2-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2017-06-14', '2017-06-24', '2017-06-27', '8553861909323', '40253186790', '978-1-82848-642-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2019-02-11', '2019-03-11', '2019-03-01', '4308708619217', '16058792401', '978-1-4176-2772-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1989-11-04', '1989-11-30', '1989-11-05', '1908802442563', '70462831507', '978-0-399-66154-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1977-08-06', '1977-08-18', '1977-08-12', '2497215917557', '80526174994', '978-1-00-847594-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1992-10-24', '1992-11-13', '1992-10-25', '5643519568361', '71268509485', '978-1-9735-5222-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-07-18', '1991-07-29', '1991-08-04', '5620063308537', '89016572449', '978-1-167-15082-1');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1990-11-13', '1990-12-09', '1990-11-20', '8898091355558', '04681925730', '978-1-7380649-7-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2007-04-14', '2007-05-07', '2007-04-29', '1308242697033', '09367145810', '978-0-8369-9923-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1994-06-03', '1994-07-03', '1994-06-16', '1042474183475', '84613052726', '978-1-286-67025-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2010-08-05', '2010-09-02', '2010-08-23', '0031386456563', '03146972506', '978-0-14-626648-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1971-01-05', '1971-01-14', '1971-01-30', '7665983379746', '60981324533', '978-1-4470-0494-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2006-02-22', '2006-03-18', '2006-03-01', '9287287986635', '49820671558', '978-1-893176-56-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2002-01-13', '2002-02-03', '2002-01-16', '3773399155015', '01475236999', '978-1-192-12512-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-02-06', '2018-02-13', '2018-02-08', '5043282693206', '67352019499', '978-1-79340-674-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1980-10-24', '1980-10-29', '1980-11-08', '0881358771886', '57984231664', '978-0-396-67851-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2009-09-10', '2009-10-06', '2009-10-08', '7453415199969', '92137485079', '978-1-63909-722-7');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1992-04-13', '1992-04-19', '1992-05-01', '6300551709273', '12763498078', '978-0-85035-372-3');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1995-03-22', '1995-04-21', '1995-04-11', '4295018038725', '31068975202', '978-1-221-96287-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1997-12-08', '1998-01-08', '1997-12-26', '0866424666648', '02396415743', '978-1-62684-713-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-02-16', '1976-02-19', '1976-03-12', '5227044495158', '20198435606', '978-1-70915-081-4');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1975-12-27', '1976-01-11', '1976-01-01', '1257865769392', '51789463246', '978-0-351-52855-2');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2013-03-15', '2013-03-17', NULL, '7157637812339', '45873691010', '978-1-303-80272-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2006-06-01', '2006-06-20', '2006-06-18', '3485719949777', '79508243600', '978-1-00-672554-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1976-02-13', '1976-03-08', '1976-02-25', '0393980564144', '48235107988', '978-1-880028-50-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1991-02-08', '1991-02-19', '1991-03-07', '2636939320780', '46937802196', '978-0-11-144479-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1985-04-02', '1985-04-16', '1985-04-22', '5037607779980', '69425137099', '978-0-920641-41-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1974-07-08', '1974-08-06', '1974-07-31', '6944428701368', '07348921604', '978-1-81602-948-5');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1996-06-04', '1996-06-25', '1996-06-26', '9248419117051', '95137862428', '978-1-5078-4966-8');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2000-10-30', '2000-11-28', '2000-11-11', '1258657703884', '57902418676', '978-1-940853-53-6');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2018-05-31', '2018-06-23', '2018-06-10', '9392321270943', '68201594711', '978-1-301-16549-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('2012-11-06', '2012-11-24', '2012-11-08', '2441136013324', '72698014369', '978-0-9606660-8-9');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1993-06-14', '1993-06-18', '1993-06-21', '3528931760369', '53689712491', '978-1-56395-359-0');
insert into `livros_emprestados` (data_expedido, data_limite, data_retornado, id_contrato, cpf, isbn) values ('1980-02-06', '1980-02-26', '1980-02-12', '8908086828599', '31069825433', '978-1-263-46358-0');
